,Unnamed: 0.1,Unnamed: 0,DEF_TEAM,OPP_CODE,YEAR,WEEK,SCORE_OPP,PASSING_CMP,PASSING_ATT,PASSING_YDS,PASSING_TD,PASSING_INT,PASSING_SK,PASSING_Y_A,PASSING_NY_A,PASSING_CMP_PCT,PASSING_RATE,RUSHING_ATT,RUSHING_YDS,RUSHING_Y_A,RUSHING_TD
292,292,4,LAC,LVR,2018,5.0,10.0,24.0,33.0,248.0,1.0,1.0,3.0,8.1,6.9,72.7,91.5,13.0,41.0,3.2,0.0
293,293,5,LAC,CLE,2018,6.0,14.0,22.0,46.0,214.0,1.0,2.0,5.0,5.2,4.2,47.8,50.5,21.0,103.0,4.9,0.0
294,294,6,LAC,TEN,2018,7.0,19.0,24.0,32.0,226.0,1.0,1.0,2.0,7.4,6.6,75.0,91.4,33.0,164.0,5.0,1.0
295,295,7,LAC,SEA,2018,9.0,17.0,26.0,39.0,202.0,2.0,1.0,4.0,6.0,4.7,66.7,85.6,32.0,154.0,4.8,0.0
296,296,8,LAC,LVR,2018,10.0,6.0,24.0,37.0,203.0,0.0,0.0,4.0,6.6,5.0,64.9,79.0,22.0,114.0,5.2,0.0
297,297,9,LAC,DEN,2018,11.0,23.0,20.0,33.0,217.0,0.0,0.0,0.0,6.6,6.6,60.6,80.0,19.0,108.0,5.7,3.0
298,298,10,LAC,ARI,2018,12.0,10.0,12.0,19.0,87.0,1.0,1.0,2.0,5.5,4.1,63.2,69.4,24.0,62.0,2.6,0.0
299,299,11,LAC,PIT,2018,13.0,30.0,29.0,45.0,271.0,2.0,1.0,1.0,6.2,5.9,64.4,86.4,17.0,65.0,3.8,2.0
300,300,12,LAC,CIN,2018,14.0,21.0,18.0,27.0,151.0,1.0,0.0,3.0,6.3,5.0,66.7,93.3,32.0,144.0,4.5,1.0
301,301,13,LAC,KAN,2018,15.0,28.0,24.0,34.0,234.0,2.0,0.0,2.0,7.1,6.5,70.6,109.2,17.0,60.0,3.5,2.0
302,302,14,LAC,BAL,2018,16.0,22.0,12.0,22.0,202.0,1.0,0.0,3.0,9.3,8.1,54.5,100.9,35.0,159.0,4.5,0.0
303,303,15,LAC,DEN,2018,17.0,9.0,31.0,48.0,288.0,1.0,1.0,1.0,6.1,5.9,64.6,79.2,25.0,82.0,3.3,0.0
304,304,0,MIN,SFO,2018,1.0,16.0,15.0,33.0,237.0,1.0,3.0,3.0,7.9,6.6,45.5,42.1,25.0,90.0,3.6,0.0
305,305,1,MIN,GNB,2018,2.0,29.0,30.0,42.0,253.0,1.0,0.0,4.0,6.7,5.5,71.4,94.6,24.0,98.0,4.1,0.0
306,306,2,MIN,BUF,2018,3.0,27.0,15.0,22.0,164.0,1.0,0.0,3.0,8.9,6.6,68.2,105.1,38.0,128.0,3.4,2.0
307,307,3,MIN,LAR,2018,4.0,38.0,26.0,34.0,456.0,5.0,0.0,1.0,13.7,13.0,76.5,157.5,20.0,100.0,5.0,0.0
308,308,4,MIN,PHI,2018,5.0,21.0,24.0,35.0,283.0,2.0,0.0,3.0,8.9,7.4,68.6,112.0,17.0,81.0,4.8,0.0
309,309,5,MIN,ARI,2018,6.0,17.0,21.0,31.0,208.0,0.0,1.0,4.0,7.7,5.9,67.7,73.1,20.0,60.0,3.0,1.0
310,310,6,MIN,NYJ,2018,7.0,17.0,17.0,42.0,192.0,1.0,3.0,3.0,4.9,4.3,40.5,33.0,24.0,71.0,3.0,1.0
311,311,7,MIN,NOR,2018,8.0,30.0,19.0,24.0,164.0,1.0,1.0,0.0,6.8,6.8,79.2,91.7,29.0,106.0,3.7,1.0
312,312,8,MIN,DET,2018,9.0,9.0,25.0,36.0,143.0,0.0,0.0,10.0,5.5,3.1,69.4,76.5,24.0,66.0,2.8,0.0
313,313,9,MIN,CHI,2018,11.0,25.0,20.0,31.0,160.0,1.0,2.0,1.0,5.3,5.0,64.5,61.2,39.0,148.0,3.8,0.0
314,314,10,MIN,GNB,2018,12.0,17.0,17.0,28.0,172.0,1.0,0.0,4.0,7.1,5.4,60.7,90.2,19.0,82.0,4.3,1.0
315,315,11,MIN,NWE,2018,13.0,24.0,24.0,32.0,311.0,1.0,1.0,0.0,9.7,9.7,75.0,102.5,39.0,160.0,4.1,2.0
316,316,12,MIN,SEA,2018,14.0,21.0,10.0,20.0,60.0,0.0,1.0,2.0,3.6,2.7,50.0,35.4,42.0,214.0,5.1,1.0
317,317,13,MIN,MIA,2018,15.0,17.0,11.0,24.0,37.0,0.0,0.0,9.0,4.5,1.1,45.8,52.8,20.0,156.0,7.8,1.0
318,318,14,MIN,DET,2018,16.0,9.0,23.0,43.0,137.0,0.0,0.0,3.0,3.7,3.0,53.5,59.9,23.0,86.0,3.7,0.0
319,319,15,MIN,CHI,2018,17.0,24.0,18.0,26.0,163.0,0.0,0.0,0.0,6.3,6.3,69.2,85.9,37.0,169.0,4.6,3.0
320,320,0,CLE,PIT,2018,1.0,21.0,23.0,41.0,313.0,1.0,3.0,4.0,8.2,7.0,56.1,58.3,35.0,159.0,4.5,2.0
321,321,1,CLE,NOR,2018,2.0,21.0,28.0,35.0,213.0,2.0,0.0,3.0,6.9,5.6,80.0,111.1,23.0,62.0,2.7,0.0
322,322,2,CLE,NYJ,2018,3.0,17.0,15.0,31.0,161.0,0.0,2.0,2.0,5.5,4.9,48.4,37.2,30.0,107.0,3.6,2.0
323,323,3,CLE,LVR,2018,4.0,45.0,35.0,58.0,426.0,4.0,2.0,3.0,7.5,7.0,60.3,91.6,29.0,139.0,4.8,0.0
324,324,4,CLE,BAL,2018,5.0,9.0,29.0,57.0,294.0,0.0,1.0,2.0,5.2,5.0,50.9,58.7,25.0,116.0,4.6,0.0
325,325,5,CLE,LAC,2018,6.0,38.0,12.0,21.0,203.0,2.0,1.0,1.0,10.2,9.2,57.1,101.9,36.0,246.0,6.8,3.0
326,326,6,CLE,TAM,2018,7.0,26.0,32.0,52.0,342.0,0.0,2.0,4.0,7.0,6.1,61.5,64.7,32.0,114.0,3.6,3.0
327,327,7,CLE,PIT,2018,8.0,33.0,24.0,36.0,253.0,2.0,1.0,1.0,7.1,6.8,66.7,93.9,31.0,168.0,5.4,2.0
328,328,8,CLE,KAN,2018,9.0,37.0,23.0,32.0,360.0,3.0,1.0,2.0,11.7,10.6,71.9,127.1,24.0,139.0,5.8,2.0
329,329,9,CLE,ATL,2018,10.0,16.0,38.0,52.0,311.0,2.0,0.0,2.0,6.3,5.8,73.1,100.7,19.0,71.0,3.7,0.0
330,330,10,CLE,CIN,2018,12.0,20.0,27.0,46.0,243.0,2.0,1.0,1.0,5.5,5.2,58.7,78.4,20.0,129.0,6.5,1.0
331,331,11,CLE,HOU,2018,13.0,29.0,22.0,31.0,197.0,1.0,0.0,4.0,7.2,5.6,71.0,98.5,39.0,187.0,4.8,0.0
332,332,12,CLE,CAR,2018,14.0,20.0,27.0,43.0,297.0,0.0,1.0,1.0,6.9,6.8,62.8,73.5,25.0,96.0,3.8,2.0
333,333,13,CLE,DEN,2018,15.0,16.0,31.0,48.0,238.0,0.0,2.0,2.0,5.4,4.8,64.6,59.2,20.0,32.0,1.6,1.0
334,334,14,CLE,CIN,2018,16.0,18.0,13.0,19.0,107.0,2.0,0.0,3.0,7.0,4.9,68.4,117.7,24.0,102.0,4.3,0.0
335,335,15,CLE,BAL,2018,17.0,26.0,14.0,24.0,167.0,0.0,0.0,2.0,7.5,6.4,58.3,79.7,47.0,296.0,6.3,2.0
336,336,0,LVR,LAR,2018,1.0,33.0,18.0,33.0,225.0,2.0,0.0,1.0,7.1,6.6,54.5,96.1,26.0,140.0,5.4,0.0
337,337,1,LVR,DEN,2018,2.0,20.0,19.0,35.0,217.0,0.0,1.0,1.0,6.3,6.0,54.3,61.3,28.0,168.0,6.0,2.0
338,338,2,LVR,MIA,2018,3.0,28.0,18.0,24.0,332.0,4.0,0.0,1.0,14.2,13.3,75.0,156.2,14.0,41.0,2.9,0.0
339,339,3,LVR,CLE,2018,4.0,42.0,21.0,41.0,279.0,2.0,2.0,2.0,7.2,6.5,51.2,69.1,31.0,208.0,6.7,3.0
340,340,4,LVR,LAC,2018,5.0,26.0,22.0,27.0,333.0,2.0,0.0,1.0,12.6,11.9,81.5,142.7,31.0,79.0,2.5,1.0
341,341,5,LVR,SEA,2018,6.0,27.0,17.0,23.0,214.0,3.0,1.0,1.0,9.7,8.9,73.9,123.9,37.0,155.0,4.2,0.0
342,342,6,LVR,IND,2018,8.0,42.0,22.0,31.0,239.0,3.0,0.0,0.0,7.7,7.7,71.0,125.6,40.0,222.0,5.6,2.0
343,343,7,LVR,SFO,2018,9.0,34.0,16.0,22.0,262.0,3.0,0.0,0.0,11.9,11.9,72.7,151.9,32.0,143.0,4.5,1.0
344,344,8,LVR,LAC,2018,10.0,20.0,18.0,26.0,222.0,2.0,1.0,1.0,8.6,8.2,69.2,105.0,26.0,113.0,4.3,0.0
345,345,9,LVR,ARI,2018,11.0,21.0,9.0,20.0,128.0,3.0,2.0,1.0,6.8,6.1,45.0,66.2,31.0,154.0,5.0,0.0
346,346,10,LVR,BAL,2018,12.0,34.0,14.0,25.0,174.0,1.0,2.0,1.0,7.1,6.7,56.0,57.7,43.0,242.0,5.6,1.0
347,347,11,LVR,KAN,2018,13.0,40.0,23.0,38.0,295.0,4.0,0.0,0.0,7.8,7.8,60.5,120.0,30.0,174.0,5.8,1.0
348,348,12,LVR,PIT,2018,14.0,21.0,29.0,38.0,300.0,2.0,1.0,1.0,8.1,7.7,76.3,105.2,19.0,40.0,2.1,1.0
349,349,13,LVR,CIN,2018,15.0,30.0,14.0,33.0,123.0,1.0,1.0,1.0,3.9,3.6,42.4,50.4,41.0,171.0,4.2,2.0
350,350,14,LVR,DEN,2018,16.0,14.0,23.0,37.0,200.0,2.0,2.0,1.0,5.5,5.3,62.2,71.9,24.0,100.0,4.2,0.0
351,351,15,LVR,KAN,2018,17.0,35.0,16.0,27.0,310.0,2.0,1.0,0.0,11.5,11.5,59.3,108.6,27.0,99.0,3.7,2.0
352,352,0,NYG,JAX,2018,1.0,20.0,18.0,33.0,168.0,1.0,1.0,1.0,5.3,4.9,54.5,66.2,28.0,137.0,4.9,0.0
353,353,1,NYG,DAL,2018,2.0,20.0,16.0,25.0,160.0,1.0,0.0,0.0,6.4,6.4,64.0,95.4,25.0,138.0,5.5,1.0
354,354,2,NYG,HOU,2018,3.0,22.0,24.0,40.0,368.0,2.0,1.0,3.0,9.6,8.6,60.0,96.7,19.0,59.0,3.1,0.0
355,355,3,NYG,NOR,2018,4.0,33.0,19.0,34.0,219.0,0.0,0.0,1.0,6.7,6.3,55.9,75.5,32.0,170.0,5.3,3.0
356,356,4,NYG,CAR,2018,5.0,33.0,21.0,35.0,232.0,2.0,2.0,1.0,6.8,6.4,60.0,74.9,31.0,118.0,3.8,0.0
357,357,5,NYG,PHI,2018,6.0,34.0,26.0,36.0,271.0,3.0,0.0,1.0,7.7,7.3,72.2,121.4,31.0,108.0,3.5,1.0
358,358,6,NYG,ATL,2018,7.0,23.0,31.0,39.0,356.0,1.0,0.0,3.0,9.7,8.5,79.5,113.2,20.0,67.0,3.4,1.0
359,359,7,NYG,WAS,2018,8.0,20.0,20.0,32.0,178.0,1.0,0.0,0.0,5.6,5.6,62.5,87.8,33.0,182.0,5.5,1.0
360,360,8,NYG,SFO,2018,10.0,23.0,27.0,39.0,250.0,1.0,2.0,0.0,6.4,6.4,69.2,73.7,29.0,124.0,4.3,1.0
361,361,9,NYG,TAM,2018,11.0,35.0,25.0,37.0,359.0,2.0,4.0,1.0,9.9,9.4,67.6,77.3,30.0,151.0,5.0,2.0
362,362,10,NYG,PHI,2018,12.0,25.0,20.0,28.0,214.0,1.0,0.0,3.0,8.4,6.9,71.4,105.4,29.0,127.0,4.4,1.0
363,363,11,NYG,CHI,2018,13.0,27.0,27.0,40.0,258.0,2.0,2.0,5.0,7.2,5.7,67.5,81.0,32.0,118.0,3.7,1.0
364,364,12,NYG,WAS,2018,14.0,16.0,17.0,30.0,204.0,1.0,3.0,5.0,7.8,5.8,56.7,49.2,22.0,84.0,3.8,1.0
365,365,13,NYG,TEN,2018,15.0,17.0,13.0,21.0,86.0,0.0,0.0,1.0,4.5,3.9,61.9,70.7,45.0,215.0,4.8,2.0
366,366,14,NYG,IND,2018,16.0,28.0,31.0,47.0,353.0,2.0,1.0,1.0,7.6,7.4,66.0,93.7,16.0,49.0,3.1,2.0
367,367,15,NYG,DAL,2018,17.0,36.0,27.0,44.0,368.0,4.0,0.0,4.0,8.8,7.7,61.4,118.4,22.0,51.0,2.3,1.0
368,368,0,ATL,PHI,2018,1.0,18.0,20.0,35.0,119.0,0.0,1.0,2.0,3.8,3.2,57.1,52.0,27.0,113.0,4.2,2.0
369,369,1,ATL,CAR,2018,2.0,24.0,32.0,45.0,318.0,3.0,1.0,2.0,7.4,6.8,71.1,103.7,18.0,121.0,6.7,0.0
370,370,2,ATL,NOR,2018,3.0,43.0,39.0,49.0,391.0,3.0,0.0,1.0,8.1,7.8,79.6,120.3,27.0,143.0,5.3,2.0
371,371,3,ATL,CIN,2018,4.0,37.0,29.0,41.0,308.0,3.0,1.0,3.0,8.2,7.0,70.7,106.6,23.0,99.0,4.3,2.0
372,372,4,ATL,PIT,2018,5.0,41.0,19.0,29.0,250.0,3.0,1.0,0.0,8.6,8.6,65.5,112.7,29.0,131.0,4.5,2.0
373,373,5,ATL,TAM,2018,6.0,29.0,30.0,41.0,389.0,4.0,2.0,2.0,9.6,9.0,73.2,114.8,20.0,121.0,6.1,0.0
374,374,6,ATL,NYG,2018,7.0,20.0,27.0,38.0,372.0,1.0,0.0,4.0,10.5,8.9,71.1,110.9,20.0,61.0,3.1,1.0
375,375,7,ATL,WAS,2018,9.0,14.0,30.0,46.0,287.0,1.0,1.0,3.0,6.7,5.9,65.2,80.6,15.0,79.0,5.3,1.0
376,376,8,ATL,CLE,2018,10.0,28.0,17.0,21.0,216.0,3.0,1.0,0.0,10.3,10.3,81.0,129.3,29.0,211.0,7.3,1.0
377,377,9,ATL,DAL,2018,11.0,22.0,22.0,32.0,191.0,0.0,0.0,2.0,6.5,5.6,68.8,84.2,29.0,132.0,4.6,2.0
378,378,10,ATL,NOR,2018,12.0,31.0,15.0,22.0,162.0,4.0,1.0,2.0,7.8,6.8,68.2,110.2,31.0,150.0,4.8,0.0
379,379,11,ATL,BAL,2018,13.0,26.0,15.0,26.0,159.0,0.0,0.0,2.0,6.4,5.7,57.7,75.6,49.0,207.0,4.2,1.0
380,380,12,ATL,GNB,2018,14.0,34.0,21.0,32.0,162.0,2.0,0.0,4.0,6.1,4.5,65.6,98.7,25.0,138.0,5.5,1.0
381,381,13,ATL,ARI,2018,15.0,14.0,23.0,36.0,193.0,1.0,2.0,7.0,6.8,4.5,63.9,63.8,22.0,60.0,2.7,1.0
382,382,14,ATL,CAR,2018,16.0,10.0,37.0,57.0,295.0,1.0,3.0,2.0,5.5,5.0,64.9,61.7,25.0,141.0,5.6,0.0
383,383,15,ATL,TAM,2018,17.0,32.0,22.0,35.0,341.0,4.0,1.0,1.0,9.9,9.5,62.9,121.3,20.0,92.0,4.6,0.0
384,384,0,SEA,DEN,2018,1.0,27.0,25.0,39.0,324.0,3.0,3.0,1.0,8.4,8.1,64.1,83.7,32.0,146.0,4.6,0.0
385,385,1,SEA,CHI,2018,2.0,24.0,25.0,34.0,185.0,2.0,2.0,2.0,5.9,5.1,73.5,81.1,27.0,86.0,3.2,0.0
386,386,2,SEA,DAL,2018,3.0,13.0,19.0,34.0,137.0,1.0,2.0,5.0,4.9,3.5,55.9,50.7,19.0,166.0,8.7,0.0
387,387,3,SEA,ARI,2018,4.0,17.0,15.0,27.0,171.0,1.0,0.0,1.0,6.7,6.1,55.6,87.1,28.0,92.0,3.3,1.0
388,388,4,SEA,LAR,2018,5.0,33.0,23.0,32.0,313.0,1.0,2.0,1.0,10.0,9.5,71.9,87.1,30.0,155.0,5.2,3.0
389,389,5,SEA,LVR,2018,6.0,3.0,23.0,31.0,106.0,0.0,0.0,6.0,4.6,2.9,74.2,78.2,19.0,79.0,4.2,0.0
390,390,6,SEA,DET,2018,8.0,14.0,27.0,40.0,297.0,2.0,1.0,3.0,7.8,6.9,67.5,95.5,13.0,34.0,2.6,0.0
391,391,7,SEA,LAC,2018,9.0,25.0,13.0,26.0,215.0,2.0,0.0,2.0,8.8,7.7,50.0,103.8,22.0,160.0,7.3,1.0
392,392,8,SEA,LAR,2018,10.0,36.0,28.0,39.0,307.0,2.0,0.0,2.0,8.2,7.5,71.8,111.8,23.0,149.0,6.5,2.0
393,393,9,SEA,GNB,2018,11.0,24.0,21.0,30.0,311.0,2.0,0.0,5.0,11.1,8.9,70.0,125.8,13.0,48.0,3.7,1.0
394,394,10,SEA,CAR,2018,12.0,27.0,25.0,30.0,256.0,2.0,1.0,0.0,8.5,8.5,83.3,110.6,27.0,220.0,8.1,1.0
395,395,11,SEA,SFO,2018,13.0,16.0,30.0,48.0,386.0,2.0,1.0,3.0,8.6,7.6,62.5,92.9,23.0,66.0,2.9,0.0
396,396,12,SEA,MIN,2018,14.0,7.0,20.0,33.0,199.0,1.0,0.0,2.0,6.3,5.7,60.6,87.8,21.0,77.0,3.7,0.0
397,397,13,SEA,SFO,2018,15.0,26.0,20.0,29.0,257.0,1.0,0.0,3.0,9.5,8.0,69.0,108.0,26.0,94.0,3.6,0.0
398,398,14,SEA,KAN,2018,16.0,31.0,23.0,40.0,265.0,3.0,0.0,1.0,6.8,6.5,57.5,102.6,19.0,154.0,8.1,0.0
399,399,15,SEA,ARI,2018,17.0,24.0,18.0,34.0,113.0,1.0,0.0,6.0,4.4,2.8,52.9,69.9,24.0,85.0,3.5,0.0
400,400,0,NOR,TAM,2018,1.0,48.0,21.0,28.0,417.0,4.0,0.0,0.0,14.9,14.9,75.0,156.2,34.0,112.0,3.3,1.0
401,401,1,NOR,CLE,2018,2.0,18.0,22.0,30.0,234.0,1.0,1.0,3.0,8.2,7.1,73.3,92.9,27.0,93.0,3.4,1.0
402,402,2,NOR,ATL,2018,3.0,37.0,26.0,35.0,359.0,5.0,0.0,3.0,10.7,9.4,74.3,146.3,22.0,48.0,2.2,0.0
403,403,3,NOR,NYG,2018,4.0,18.0,31.0,41.0,234.0,1.0,0.0,3.0,6.2,5.3,75.6,97.0,15.0,65.0,4.3,1.0
404,404,4,NOR,WAS,2018,5.0,19.0,23.0,39.0,244.0,0.0,1.0,3.0,7.1,5.8,59.0,66.6,18.0,39.0,2.2,2.0
405,405,5,NOR,BAL,2018,7.0,23.0,24.0,40.0,274.0,2.0,0.0,1.0,7.1,6.7,60.0,97.3,23.0,77.0,3.3,1.0
406,406,6,NOR,MIN,2018,8.0,20.0,31.0,41.0,338.0,2.0,1.0,4.0,8.8,7.5,75.6,105.5,22.0,85.0,3.9,1.0
407,407,7,NOR,LAR,2018,9.0,35.0,28.0,40.0,391.0,3.0,1.0,0.0,9.8,9.8,70.0,115.7,19.0,92.0,4.8,1.0
408,408,8,NOR,CIN,2018,10.0,14.0,14.0,23.0,174.0,1.0,2.0,4.0,8.6,6.4,60.9,62.6,16.0,110.0,6.9,1.0
409,409,9,NOR,PHI,2018,11.0,7.0,19.0,33.0,138.0,0.0,3.0,3.0,4.7,3.8,57.6,29.6,12.0,58.0,4.8,1.0
410,410,10,NOR,ATL,2018,12.0,17.0,35.0,47.0,340.0,2.0,1.0,6.0,8.0,6.4,74.5,99.6,16.0,26.0,1.6,0.0
411,411,11,NOR,DAL,2018,13.0,13.0,24.0,28.0,209.0,1.0,0.0,7.0,8.9,6.0,85.7,109.7,31.0,99.0,3.2,0.0
412,412,12,NOR,TAM,2018,14.0,14.0,18.0,38.0,174.0,2.0,1.0,4.0,5.6,4.1,47.4,67.2,23.0,105.0,4.6,0.0
413,413,13,NOR,CAR,2018,15.0,9.0,17.0,30.0,149.0,1.0,1.0,4.0,6.0,4.4,56.7,67.2,23.0,98.0,4.3,0.0
414,414,14,NOR,PIT,2018,16.0,28.0,33.0,50.0,364.0,3.0,0.0,3.0,7.6,6.9,66.0,107.4,18.0,65.0,3.6,0.0
415,415,15,NOR,CAR,2018,17.0,33.0,18.0,30.0,263.0,2.0,0.0,1.0,8.9,8.5,60.0,110.8,37.0,111.0,3.0,2.0
416,416,0,ARI,WAS,2018,1.0,24.0,21.0,30.0,247.0,2.0,0.0,3.0,8.5,7.5,70.0,116.9,42.0,182.0,4.3,1.0
417,417,1,ARI,LAR,2018,2.0,34.0,24.0,32.0,342.0,1.0,1.0,2.0,11.1,10.1,75.0,106.5,33.0,90.0,2.7,3.0
418,418,2,ARI,CHI,2018,3.0,16.0,24.0,35.0,194.0,0.0,1.0,3.0,6.3,5.1,68.6,70.4,31.0,122.0,3.9,1.0
419,419,3,ARI,SEA,2018,4.0,20.0,19.0,26.0,160.0,0.0,0.0,2.0,6.6,5.7,73.1,88.6,34.0,171.0,5.0,2.0
420,420,4,ARI,SFO,2018,5.0,18.0,34.0,54.0,300.0,2.0,2.0,4.0,6.5,5.2,63.0,74.6,34.0,147.0,4.3,1.0
421,421,5,ARI,MIN,2018,6.0,27.0,24.0,34.0,216.0,1.0,1.0,4.0,6.9,5.7,70.6,84.9,32.0,195.0,6.1,2.0
422,422,6,ARI,DEN,2018,7.0,45.0,15.0,22.0,178.0,2.0,1.0,2.0,8.6,7.4,68.2,104.0,31.0,131.0,4.2,2.0
423,423,7,ARI,SFO,2018,8.0,15.0,14.0,28.0,160.0,1.0,0.0,4.0,6.8,5.0,50.0,79.5,31.0,107.0,3.5,0.0
424,424,8,ARI,KAN,2018,10.0,26.0,21.0,28.0,212.0,2.0,0.0,5.0,8.9,6.4,75.0,119.9,23.0,118.0,5.1,1.0
425,425,9,ARI,LVR,2018,11.0,23.0,19.0,31.0,173.0,2.0,0.0,4.0,6.2,4.9,61.3,97.9,33.0,152.0,4.6,0.0
426,426,10,ARI,LAC,2018,12.0,45.0,28.0,32.0,236.0,3.0,0.0,4.0,8.1,6.6,87.5,128.6,30.0,178.0,5.9,3.0
427,427,11,ARI,GNB,2018,13.0,17.0,31.0,50.0,227.0,1.0,0.0,1.0,4.7,4.5,62.0,79.3,23.0,98.0,4.3,1.0
428,428,12,ARI,DET,2018,14.0,17.0,15.0,23.0,96.0,0.0,0.0,1.0,4.4,4.0,65.2,73.8,31.0,122.0,3.9,1.0
429,429,13,ARI,ATL,2018,15.0,40.0,22.0,36.0,220.0,2.0,0.0,2.0,6.4,5.8,61.1,97.0,27.0,215.0,8.0,2.0
430,430,14,ARI,LAR,2018,16.0,31.0,19.0,24.0,192.0,1.0,0.0,2.0,9.0,7.4,79.2,113.9,41.0,269.0,6.6,3.0
431,431,15,ARI,SEA,2018,17.0,27.0,12.0,21.0,109.0,1.0,1.0,6.0,7.2,4.0,57.1,67.4,34.0,182.0,5.4,2.0
432,432,0,NWE,HOU,2018,1.0,20.0,17.0,34.0,158.0,1.0,1.0,3.0,5.2,4.3,50.0,60.7,34.0,167.0,4.9,1.0
433,433,1,NWE,JAX,2018,2.0,31.0,29.0,45.0,376.0,4.0,1.0,0.0,8.4,8.4,64.4,111.0,24.0,104.0,4.3,0.0
434,434,2,NWE,DET,2018,3.0,26.0,27.0,36.0,255.0,2.0,1.0,1.0,7.3,6.9,75.0,101.0,33.0,159.0,4.8,0.0
435,435,3,NWE,MIA,2018,4.0,7.0,15.0,25.0,116.0,1.0,1.0,2.0,5.4,4.3,60.0,68.1,18.0,56.0,3.1,0.0
436,436,4,NWE,IND,2018,5.0,24.0,38.0,59.0,355.0,3.0,2.0,1.0,6.2,5.9,64.4,83.7,21.0,84.0,4.0,0.0
437,437,5,NWE,KAN,2018,6.0,40.0,23.0,36.0,352.0,4.0,2.0,0.0,9.8,9.8,63.9,110.0,17.0,94.0,5.5,0.0
438,438,6,NWE,CHI,2018,7.0,31.0,26.0,50.0,319.0,2.0,2.0,2.0,6.7,6.1,52.0,68.7,25.0,134.0,5.4,2.0
439,439,7,NWE,BUF,2018,8.0,6.0,24.0,41.0,287.0,0.0,1.0,3.0,7.6,6.5,58.5,69.9,19.0,46.0,2.4,0.0
440,440,8,NWE,GNB,2018,9.0,17.0,24.0,43.0,250.0,2.0,0.0,1.0,6.0,5.7,55.8,88.3,25.0,117.0,4.7,0.0
441,441,9,NWE,TEN,2018,10.0,34.0,17.0,25.0,235.0,2.0,0.0,2.0,10.0,8.7,68.0,124.6,36.0,150.0,4.2,2.0
442,442,10,NWE,NYJ,2018,12.0,13.0,26.0,45.0,264.0,1.0,1.0,2.0,6.1,5.6,57.8,72.8,15.0,74.0,4.9,0.0
443,443,11,NWE,MIN,2018,13.0,10.0,32.0,44.0,183.0,1.0,2.0,2.0,4.6,4.0,72.7,68.7,13.0,95.0,7.3,0.0
444,444,12,NWE,MIA,2018,14.0,34.0,14.0,19.0,223.0,3.0,0.0,5.0,13.9,9.3,73.7,152.0,21.0,189.0,9.0,2.0
445,445,13,NWE,PIT,2018,15.0,17.0,22.0,34.0,218.0,2.0,2.0,2.0,6.9,6.1,64.7,77.8,25.0,158.0,6.3,0.0
446,446,14,NWE,BUF,2018,16.0,12.0,20.0,41.0,217.0,1.0,2.0,0.0,5.3,5.3,48.8,52.6,18.0,72.0,4.0,0.0
447,447,15,NWE,NYJ,2018,17.0,3.0,16.0,28.0,135.0,0.0,0.0,4.0,6.0,4.2,57.1,69.8,23.0,104.0,4.5,0.0
448,448,0,PIT,CLE,2018,1.0,21.0,15.0,40.0,150.0,1.0,1.0,7.0,4.9,3.2,37.5,46.9,38.0,177.0,4.7,2.0
449,449,1,PIT,KAN,2018,2.0,42.0,23.0,28.0,322.0,6.0,0.0,1.0,11.6,11.1,82.1,154.2,25.0,127.0,5.1,0.0
450,450,2,PIT,TAM,2018,3.0,27.0,30.0,50.0,392.0,3.0,3.0,3.0,8.2,7.4,60.0,79.7,16.0,63.0,3.9,0.0
451,451,3,PIT,BAL,2018,4.0,26.0,28.0,42.0,355.0,2.0,0.0,2.0,8.6,8.1,66.7,108.7,30.0,96.0,3.2,0.0
452,452,4,PIT,ATL,2018,5.0,17.0,31.0,45.0,262.0,1.0,0.0,6.0,6.8,5.1,68.9,91.2,19.0,62.0,3.3,1.0
453,453,5,PIT,CIN,2018,6.0,21.0,26.0,42.0,213.0,2.0,0.0,3.0,5.5,4.7,61.9,90.7,13.0,62.0,4.8,1.0
454,454,6,PIT,CLE,2018,8.0,18.0,22.0,36.0,163.0,2.0,1.0,2.0,5.0,4.3,61.1,78.8,21.0,74.0,3.5,0.0
455,455,7,PIT,BAL,2018,9.0,16.0,24.0,38.0,204.0,0.0,0.0,2.0,5.7,5.1,63.2,77.1,16.0,61.0,3.8,1.0
456,456,8,PIT,CAR,2018,10.0,21.0,23.0,29.0,147.0,2.0,1.0,5.0,6.7,4.3,79.3,96.4,22.0,95.0,4.3,1.0
457,457,9,PIT,JAX,2018,11.0,16.0,10.0,18.0,64.0,0.0,0.0,6.0,5.8,2.7,55.6,63.2,43.0,179.0,4.2,1.0
458,458,10,PIT,DEN,2018,12.0,24.0,15.0,28.0,184.0,2.0,0.0,2.0,7.0,6.1,53.6,97.9,23.0,124.0,5.4,1.0
459,459,11,PIT,LAC,2018,13.0,33.0,26.0,36.0,286.0,2.0,0.0,2.0,8.3,7.5,72.2,113.9,22.0,85.0,3.9,1.0
